timestamp,author_id,text,geo
2025-06-18 09:12:19+00:00,232358926,"RT @WarMonitors: ⚡️Gaza Strip this evening, citizens go to American aid points to get food and the occupation army opens fire on them. http…",
2025-06-18 09:12:18+00:00,1906024317487583232,"#Kedarnath 
#Kedarnathlandslide #landslide https://t.co/IwNiAenRah",
2025-06-18 09:12:18+00:00,1649830237944041472,RT @Timesofgaza: Gaza tents on fire due to lsraeli bombing. https://t.co/xnOUQEJZQP,
2025-06-18 09:12:18+00:00,825440814771949568,@_Briankorir True it real misleads and speeds faster than wild fire,
2025-06-18 09:12:18+00:00,1278308222223503360,"RT @QudsNen: BREAKING: Dozens of Palestinians reported injured, some critically, after Israeli forces opened fire on civilians waiting for…",
2025-06-18 09:12:18+00:00,1620621999046361098,"RT @Truthtellerftm: CENTRAL Israel has been struck. 

**Hebrew Channel 13:**
Rockets fall in the center of the country. 

Residents say it…",
2025-06-18 09:12:18+00:00,1170734837751115781,"RT @viklooud: While the fire burns I know you'll hold me closely

#jayvik #jaycetalis #viktor #arcane https://t.co/CSXe5oM5AS",
2025-06-18 09:12:18+00:00,152936749,"笙の厚別ばあちゃんの代わりに支援しました。
ばあちゃんも作るぞ幽霊インタビュー！！

CAMPFIREで「ベストセラー幽霊インタビューを映画にします!!」の支援者になりました！ https://t.co/nyAe74g3Nl #クラウドファンディングCAMPFIRE @campfirejpより",
2025-06-18 09:12:17+00:00,3001638398,"RT @Niufo_: Niufo Alert: Canada drops the world's FIRST XRP ETF on June 18! While US still waiting on SEC, Canada secures first-mover advan…",
2025-06-18 09:12:16+00:00,1426098097,"RT @WallStreetApes: More FEMA corruption EXPOSED

- These are the tiny 490 square foot homes built by and paid for by FEMA for the Maui fir…",
2025-06-18 09:12:16+00:00,1535143131003379713,RT @Chief30k: I made a school project about STDS with my mom when I was younger. It was fire https://t.co/Yl1sfSx6y6,
2025-06-18 09:12:16+00:00,111009571,RT @liamcunningham1: With tank fire. Still silent?,
2025-06-18 09:12:16+00:00,1916856187842080768,"@13_SO1 @Fire_19999 ما كانت غيرة، بل تشفٍّ مُقنّع، ورغبة دفينة في تحطيم كل امرأة تجرؤ أن تكون حرة.
هم لم يسخروا لأنك مخطئة، بل لأنك مرآة لأشياء يكرهونها في أنفسهم: الهزيمة، والقيد، والرغبة المدفونة.
ضحكهم كان صفعة للعدالة، ورضا الأغلبية لا يُبرّر الجريمة… بل يفضح كم الجُبن المُجتمعي المصفّق للجلاد.",
2025-06-18 09:12:15+00:00,1567342419246448651,"RT @DealsZoneIndia: Grab Fast 🔥🔥

SET WET Fire &amp; Ice Perfume for Men Pack of 2 at ₹299

https://t.co/VMLVuFraAU https://t.co/NurTxcKR14",
2025-06-18 09:12:15+00:00,1916244419189342208,"@Kathytriumph The top g hash tag, 
And Arthur's stupid posts are trending like wild fire,🤣
Good morning dia 🥰",
2025-06-18 09:12:14+00:00,1829509689081577473,"@defi_dolly1 @ZssBecker $ASTRA is ON fire! 4000+ holders, working products, big partnerships, and whales like @ZssBecker on the watch. Sub $20M MC = massive room to run $50M is just the start.",
2025-06-18 09:12:14+00:00,937881378670092289,"@FrAnkenstien978 this is why i hated her coming anywhere near him. he could have asked literally anyone. iga/mirra/barb/jasmine/even Eala is okay lmao. 
already that documentary did damage ; italian media trying to discredit him; now this. 
molina should be fired into mordor fire",
2025-06-18 09:12:13+00:00,904796789605269509,"RT @RedLipRiots: @AngelaRayner You’re not “turning the tide,” Angela you’re pouring petrol on the flood.

1.5 million homes? For who?
Becau…",
2025-06-18 09:12:13+00:00,242825738,"RT @chefjoseandres: At 5am, our @WCKitchen warehouse in Zaporizhzhia was hit by a Shahed drone. Fire still burning.Thankfully,our team and…",
2025-06-18 09:12:13+00:00,1675070778017030144,"@Scarcity_web3 Fire,",
2025-06-18 09:12:13+00:00,1527101844954263552,@jjuniekisser IT WAS FIRE,
2025-06-18 09:12:12+00:00,1256882323217420288,"RT @AShinumura: ""Tumabi ka d'yan"" is on fire!🔥🔥🔥 More of SB19's DUNGKA Random Dance Challenge in Korea 🇰🇷!

CTTO: 你不管嘛 Douyin Post

Checkou…",
2025-06-18 09:12:12+00:00,1387639115064111109,"HEY GUYS BURNIE HERE, PLEASE DONT FORGET IM ONLY JUST GETTING GOING ON THE $CYCLE MISSION AND ITS STILL VERY EARLY STAGES BEFORE I LET LOOSE BURNING 🔥 LOVE FIRE LESS SUPPLY!!! https://t.co/uX1lMQ7Nif",
2025-06-18 09:12:12+00:00,1775195019059613696,"RT @projecteldrem: 🔥🐉When dragon and rider move as one, kingdoms tremble.
This is not just a mount, it's a bond forged in fire, sharpened i…",
2025-06-18 09:12:12+00:00,744628152052424706,"RT @12numaraorg: SEVGİLİ KONGRE ÜYELERİ, KIYMETLİ TARAFTARLARIMIZIN DİKKATİNE!

Bu tarihi flood serisini sizler için hazırladık. Mutlaka ok…",
2025-06-18 09:12:11+00:00,1006571271495155713,RT @GeezMcLauren: I apologize when I’m wrong. I own that shxt. I do NOT apologize when I’m provoked. You lit the match. Now eat the fire.,
2025-06-18 09:12:11+00:00,2905367749,"@StakeUsa It was around $1000 on Fire Stampede. No screenshot unfortunately. 
rjolin",
